,o_body,verdict
1408,A group of lions intervened and saved Christian missionaries from being stoned to death by Islamic militants in Asia.,unproven
1409,"The Clintons were forced to return an estimated $200,000 in furniture, china and art they 'stole' from the White House.",mostly false
1410,The U.S. Environmental Protection Agency is banning the conversion of road cars to racecars.,mostly false
1411,A photograph shows a 'water bending' squirrel.,false
1412,A humorous essay seeks to describe how taxes work in the context of ten men splitting a dinner check.,not applicable
1413,The volume of Americans researching the details of immigrating to Canada was so high on Super Tuesday that it temporarily crashed the country's immigration site.,mixture
1414,Is the GOP's Obamacare Replacement Called 'World's Greatest Healthcare Plan of 2017'?,mostly false
1415,Merck is offering to donate $1 to cancer research for every free 'Make the Commitment' bracelet kit ordered from them.,"was true, but the program has since ended."
1416,"Hillary Clinton purchased a $12,000 Giorgio Armani jacket to deliver a speech about income inequality.",mostly false
1417,The American Dental Association said semen cuts plaque and tartar by 77%.,false
1418,Video clip captures NFL kicker Shaun Suisham booting a 110-yard practice field goal.,false
1419,Jimmy Carter said that medical marijuana cured his cancer.,false
1420,Female praying mantises always eat the heads of their mates after copulating.,false
1421,A photograph shows a small boy who was handcuffed at Dulles Airport due to temporary immigration restrictions implemented in January 2017.,false
1422,CNN showed an altered version of a tweet written by Donald Trump during a news segment.,true
1423,"The three most valuable brand names on Earth are Marlboro, Coca Cola, and Budweiser, in that order.",outdated
1424,Tens of thousands of Russian troops are surrounding U.S. borders.,false
1425,Photograph shows representatives playing solitaire on their laptop computers during a legislative session.,true
1426,A video shows Hillary Clinton laughing as the words 'under God' were removed from the Pledge of Allegiance.,mixture
1427,The Portland City Council voted to allow 'Furries' to use dog parks in the same way that dogs do.,false
1428,"Canada, Norway, and Germany each offer federally paid family leave programs ranging from 35 weeks to 1 year in length.",true
1429,Photograph shows a 12-week-old fetus.,false
1430,Phillip Morris has announced the introduction of Marlboro M brand marijuana cigarettes.,false
1431,"Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.",true
1432,"Ayn Rand said, 'The question isn't who is going to let me; it's who is going to stop me.",mixture
1433,Message details decisions made by President Obama in directing the rescue of Captain Richard Phillips from Somali pirates.,mostly false
1434,Hundreds of thousands of Thanksgiving turkeys have been contaminated with Ebola.,false
1435,The first three digits of a bar code indicate a product's country of origin.,mixture
1436,Terrorists are planning to strike the U.S. on 11 June 2004.,false.
1437,Donald Trump said that as president he would build a wall along the U.S.-Canadian border.,false
1438,Pacific Palisades High School placed an unusual message on their school telephone answering system.,false
1439,Disaster survivor gives mistaken answer to an interviewer's question about the loss of churches in her area.,false
1440,Chicago Public Schools planned to teach 'safe anal sex' and other sexually explicit topics to fourth or fifth graders.,mixture:
1441,A man died in a meth lab explosion after attempting to light his own flatulence.,false
1442,Salvation Army bell-ringers keep a portion of the monies deposited into their kettles.,false
1443,A motorist who has a run-in with ruffians afterwards finds the severed fingers of his assailants caught on his car.,legend
1444,Franchised postal center outlets may charge more than official postal service rates for mailing items.,mixture of true and false information:
1445,Photograph shows clouds forming a strikingly realistic image of a teddy bear.,false.
1446,Federal regulations require states to upgrade all street name signs to use mixed case lettering.,mixture of true and false information
1447,A photograph shows an STD-related infection known as 'blue waffle disease.,false
1448,"Vice President Joe Biden said in a speech that 'lazy American women' brought about the downfall of the economy because they 'sit around on their behinds, doing nothing.",false
1449,Video shows U.S. Apache helicopter firing at three Iraqi insurgents.,undetermined.
1450,The group Demand Protest LLC is paying $2500 for people to protest Donald Trump's inauguration.,false
1451,Best Buy needs you to submit your credit card information to confirm a possibly fraudulent transaction.,false.
1452,Tom Hanks said in a television interview that he backs Donald Trump for president.,false
1453,New York Times columnist hailed the election of Donald Trump as a 'complete repudiation of Barack Obama.,misattributed
1454,A 1991 literary client list promotional booklet identified Barack Obama as having been born in Kenya.,true
1455,A video investigation showed that Planned Parenthood lies about providing prenatal care.,mostly false
1456,The Department of Justice says that attempting to document or report voter fraud is against federal law.,mostly false
1457,Editorial identifies anachronisms in Barack Obama's 2007 Selma speech.,mixture
1458,The film The Manchurian Candidate was withdrawn from distribution due to the assassination of John F. Kennedy.,false.
1459,Monica Lewinsky was found dead after a robbery.,false
1460,"An opportunistic eagle makes off with a prized poodle, to the horror of its owner (and the delight of her husband).",legend
1461,"The Red Cross provided supplies to marchers in Jena, Louisiana.",true.
1462,Cheap soy sauce is made from the hair of Chinese convicts.,unproven
1463,Legislation introduced by Republicans during President Trump's first two months in office included bills to: terminate the Environmental Protection Agency; redistribute federal school funding via voucher programs; terminate the Dept. of Education; repeal a wildlife protection rule; repeal the Affordable Care Act; defund Planned Parenthood; establish a national right-to-work law; strip federal funds from sanctuary cities; criminalize abortion; and place new sanctions on Iran.,mostly true
1464,'Clean coal technology' currently makes coal a clean source of energy and helps to reduce greenhouse gas emissions.,unproven
1465,Hacked Twitter DMs reveal that activist DeRay Mckesson planned a 'summer of chaos' involving protests and riots with Attorney General Loretta Lynch.,false
1466,"A dead gorilla named Harambe received 15,000 votes in the 2016 U.S. presidential election.",false
1467,Toddlers killed more Americans than terrorists in 2015.,true
1468,An autistic artist drew a rendering of the New York skyline from memory after a 20-minute helicopter ride.,true
1469,A resident of East Texas shared his opinion of the Black Lives Matter movement.,correct attribution
1470,A review of IRS procedures found thousands of tax returns linked to the same addresses.,true
1471,"Sen. Chuck Schumer is on record saying, 'Candidates with deeply held Christian beliefs are unfit and disqualified from serving as a federal judge.",false
1472,"Malls are fining store owners $1,100 for every hour they refuse to open on Thanksgiving Day.",mixture
