,verdict,claim
4830,False,"Kenneth Lonergan was born March 16, 1962."
4831,False,Bhagat Singh was not a socialist revolutionary.
4832,True,AMGTV is an American family-oriented television network.
4833,False,Stanley Williams was an inmate in California.
4834,False,Billboard Dad was directed by a parrot.
4835,True,Johnny Galecki acted in an ABC sitcom for five years.
4836,True,Edgar Wright is an actor.
4837,False,Manmohan Singh was a prime minister in 2009 after the first Prime Minister of India.
4838,False,CHiPs is based on nothing.
4839,False,"English people are descended from the Romans, as a result of migration."
4840,False,Smriti Mandhana was born July 20.
4841,False,Mount Rushmore was created by sculptor Tom Brady.
4842,True,The Sterile Cuckoo was adapted from a novel written by John Nichols.
4843,True,The Wallace mentions historical events that never happened.
4844,False,Aarhus is the second-smallest city in Denmark.
4845,False,Sancho Panza is a real person.
4846,True,Graffiti was released by Jive Records in 2009.
4847,True,Justin Chatwin starred in Doctor Who.
4848,True,The New York City Landmarks Preservation Commission consists of 11 commissioners.
4849,True,Ludwig van Beethoven was part of the classical era.
4850,True,The horse was domesticated on a wide scale by 3000 BC.
4851,False,Private lives is a comedy of drugs by Noel Coward.
4852,False,Hourglass was James Taylor's first album in over half a decade.
4853,False,Aristotle spent almost 40 years at the Academy.
4854,False,"Chris Kyle was born on June 8, 1974."
4855,True,"The Hungarian invasions were ended by Otto I, Holy Roman Emperor."
4856,False,West Virginia only borders Maine to the north.
4857,True,Matthias Corvinus had one of the largest collections of books in Europe during the Renaissance in the 1450's.
4858,False,How to Train Your Dragon 2 was made by someone other than Dreamworks.
4859,False,Dan O'Bannon's work was primarily adventure and comedy.
4860,True,The World Trade Center opened in NYC.
4861,True,Among the teams in the Atlantic Division of the National Basketball Association's Eastern Conference are the New York Knicks.
4862,False,Jenna Jameson started acting in erotic videos in 1999.
4863,True,The Battle of France led to the collapse of the French army.
4864,False,James Earl Jones was not a voice actor in The Lion King.
4865,False,Andrew Kevin Walker is a cat.
4866,False,Ian Brennan has only ever worked in finance.
4867,False,The Adventures of Pluto Nash failed to be a released film.
4868,False,Carlos Santana is Guatemalan and Canadian.
4869,False,Taran Killam isn't a writer.
4870,True,Edison Machine Works was set up to produce dynamos.
4871,True,Fabian Nicieza is a writer.
4872,False,"NRG Recording Studios is located in Venice, California."
4873,True,Brubaker is a 1980 film.
4874,True,"""I Want You Back"" was released by Mel B."
4875,False,Tijuana is located 30 miles outside of the Tijuana metropolitan area.
4876,False,Francis I of France performed street dancing from 1515 until his death.
4877,False,"Neil Diamond finished college on January 24th, 1941."
4878,False,Dub music was developed in the 1970s.
4879,True,Aleister Crowley was born in 1875.
4880,True,Sebastian Stan was nominated for a Critics' Choice Television Award.
4881,False,A working animal are incapable of being kept by anyone.
4882,True,The Good Wife is a dramatic TV show.
4883,True,Star Trek: Discovery is the first series since Star Trek enterprise.
4884,False,"There are rumors that Augustus' marble, Livia, poisoned him."
4885,True,T2 Trainspotting is a British comedy film.
4886,False,Shawn Carlson is only a chemist.
4887,True,Ingushetia was established in the early 1990s.
4888,False,Sidse Babett Knudsen is a conductor.
4889,False,The Bahamas is an archipelagic European state.
4890,True,Ed Wood is about the eponymous filmmaker and his relationship with Bela Lugosi.
4891,False,Girl is only a bedroom album.
4892,True,Libya is the 16th largest country in the world in 2017.
4893,False,The Republic of Macedonia is a disputed territory.
4894,False,John Dolmayan is only a chef.
4895,False,Liverpool is outside of the United Kingdom.
4896,True,There is a Disney Channel Original called Cadet Kelly.
4897,False,Avenged Sevenfold was released by a Dutch band.
4898,False,Jack Falahee died in 1989.
4899,False,Billboard Dad is a horror film.
4900,False,Paramore is retired.
4901,False,Aarhus is in the geographical center of Germany.
4902,True,Justine Bateman produces.
4903,False,Lockhead Martin F-35 Lightning II was incapable of flying.
4904,True,Aristotle spent the majority of his life in Athens.
4905,False,Both hosts of Weekly Idol were born in 1983.
4906,False,Valencia is in America.
4907,True,Emma Watson is an actress.
4908,True,Matthias Corvinus patronized art and science during the European Renaissance.
4909,False,Ashton Kutcher was not co-stars with Cameron Diaz.
4910,True,Michigan is a U.S. state and a leading destination for recreational boating.
4911,True,Dilwale Dulhania Le Jayenge was partially filmed in Switzerland.
4912,True,Email filtering output is capable of affecting messages.
4913,True,"Prescott, Arizona is in Arizona."
4914,True,TV Choice runs from Saturday to Friday.
4915,True,A monster is usually found in myths or horror fiction.
4916,True,Tom DeLonge formed Blink-182 in the 1990s.
4917,False,A Floppy disk is a type of fish.
4918,True,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census."
4919,False,Yandex operates only outside of Kazakhstan.
4920,False,Trevor Griffiths was born in an outer city area.
4921,True,The Washington Wizards won a title in 1975.
4922,True,There are mixed critical reviews for Varsity Blues (film).
4923,True,Marvel vs. Capcom: Infinite incorporates combos.
4924,False,Guatemala was a peaceful country from 1960 to 1996.
4925,False,Yandex operates in Lithuania.
4926,False,Marnie is an Italian film.
4927,False,Bad Romance was successful around the 60s.
4928,False,Live Through This is a quote.
4929,True,T2 Trainspotting is a 2017 British comedy drama film.
4930,True,Touchscreens are used in consoles.
4931,True,Shinji Mikami is a director.
4932,False,Gin is a spirit which derives its predominant flavour from motor oil.
4933,True,"Matthias Corvinus, King of Hungary, established a royal theater troupe between 1458 and 1490."
4934,True,Yale University's alumni includes five billionaires.
4935,False,"Rhythm Nation was covered by an American singer, and songwriter Crystal Kay."
4936,True,Fabian Nicieza is an Argentine-American.
4937,True,"In 1992, Tom DeLonge formed Blink-182."
4938,True,"In 1986, Miranda Otto began her acting career."
4939,False,Live Through This is only a short story.
4940,False,Tinker Tailor Soldier Spy only stars Jason Bateman.
4941,True,Moonlight's filming began in 2015.
4942,True,"Brazzers is a company based in Montreal, Canada."
4943,False,French Indochina was a grouping of French colonial dogs in Southeast Asia.
4944,True,Mohra got nine nominations from a magazine in the nineteen nineties.
4945,False,"Diana, Princess of Wales died of old age in Paris on August 31st, 1997."
4946,True,"To Pimp a Butterfly sold at least 850,000 copies."
4947,False,English people are unconnected to the Saxons.
4948,False,Chaka Khan is an artist that only makes pop music.
4949,False,Aaron Burr's final year of vice presidency was 1804.
4950,False,Poldark does not air on the BBC.
4951,False,Jackie (2016 film) is a biographical television show.
4952,False,"Taylor Lautner had zero roles in ""What's New, Scooby-Doo?""."
4953,False,Wildfang was founded by Tom Waits and Julia Parsley.
4954,False,Osamu Tezuka only has a father.
4955,False,"The Crips had an estimated 13,000 to 40,000 members in 2008."
4956,True,The Good Wife airs on television.
4957,False,Wales was always an industrial nation.
4958,False,NRG Recording Studios is a shrub.
4959,False,Victoria Palace Theatre is in the East End.
4960,False,New Orleans Pelicans compete the southwest Division of the NBA's Western Conference and have been since 2002.
4961,True,Mick Thomson was born in Iowa.
4962,True,Shinji Mikami is a producer.
4963,True,January 7 was the date Saturn Corporation was established.
4964,False,The New York City Landmarks Preservation Commission includes zero residents of each of the five New York City boroughs.
4965,True,Keith Urban was released by a United States-based record label in 1999.
4966,True,The setting of No Country for Old Men is the 1980's West Texas desert.
4967,True,One of the most influential bands of its time is Pearl Jam.
4968,True,James Earl Jones is known for his voice acting.
4969,False,Damon Albarn's debut album was released in 2010.
4970,True,Marillyn Hewson is currently the President of Lockheed Martin.
4971,True,Dakota Fanning models.
4972,True,Starrcade was eventually broadcast via pay-per-view television.
4973,False,Andrew Kevin Walker is Irish.
4974,True,Exercise lowers resting heart rate.
4975,False,The Chagatai language was a trade language.
4976,True,David Spade starred in something.
4977,False,Gal Gadot was ranked behind Esti Ginzburgh for highest earning actress/models in Israel.
4978,True,Cadet Kelly is the title of a work.
4979,False,Libya is the largest country on its continent.
4980,False,Uranium-235 was discovered by nobody.
4981,True,Shawn Carlson is American.
4982,True,Steven Spielberg's directorial debut was the 1974 crime film The Sugarland Express.
4983,True,Liverpool is a place.
4984,True,Trevor Griffiths is a writer.
4985,False,Neil Diamond is not a songwriter.
4986,False,Appropriation (art) played a minor role in musical arts.
4987,True,Drake Bell put out A Reminder.
4988,False,San Diego Comic-Con was not founded in 1970.
4989,False,Mount Rushmore was created by sculptor Gutzon Borglum in 2010.
4990,True,Arizona is in the southern United States.
4991,False,"Juventus F.C. competes at Juventus Stadium in Lisbon, Portugal."
4992,True,Tilda Swinton acts.
4993,False,Alexandra Daddario was born in the seventies.
4994,True,Tamerlan Tsarnaev carjacked an SUV.
4995,True,Bradley Fuller partnered with Andrew Form.
4996,False,The Good Wife is a comedy.
4997,False,Gal Gadot was ranked behind Shlomit Malka for highest earning actress/models in Israel.
4998,True,Fantastic Four (2005 film) was released on the 8th.
4999,True,Chris Kyle was a sniper.
5000,False,Rachel Green is a fictional hat.
5001,True,John Krasinski is a director.
5002,True,Hush (2016 film) was produced by Trevor Macy through Intrepid Pictures.
5003,False,The Closer's final season was its eighth season.
5004,False,Touchscreens are only used in laptops.
5005,True,The Hurt Locker is a 2008 American war thriller film.
5006,True,Fantastic Four (2005 film) was released on the 7th month of the calendar year.
5007,False,Advertising is used to sell a way of doing things.
5008,True,Alexandra Daddario acts.
5009,False,Wish Upon starred Tom Hanks.
5010,True,Chile is one of South America's most stable nations.
5011,False,Cher was liberated by Geffen Records.
5012,True,Avenged Sevenfold is the fourth studio album of Avenged Sevenfold.
5013,False,The Bassoon King is a radio show.
5014,False,West Ham United F.C. is a basketball club.
5015,True,TV Choice goes on sale every week.
5016,True,Jackie (2016 film) was directed by a Chilean filmmaker name Pablo Larrain.
5017,False,The White House Press Secretary is a Kremlin official.
5018,False,Terry Crews only played on the Boston Red Sox.
5019,False,Ludwig van Beethoven was not a musician.
5020,True,Tom DeLonge formed Blink-182.
